id,sectors
148,"{'Infrastructure': 2, 'Labour Relations': 9, 'Proposed negotiations between Canada and the EU': 1, 'Department on Foreign Affairs and International Trade': 1, 'Labour': 294, 'Department of Finance': 1, 'Monetary policies and regulations': 4, 'Part III Canada Labour Code- department consultations': 1, 'Temporary Replacement Workers': 2, 'Pensions': 426, 'HRSDC - Employment Insurance Act': 2, 'Employment Insurance Financing Board': 6, 'Pre-Budget': 3, 'Work and Learning Knowledge Centre - Skills development': 1, 'Canada Labour Code Part III - Employment Standards': 1, 'Employment Insurance; Changes': 4, 'Transportation': 5, 'Climate Change': 2, 'Budget': 9, 'G20 Summit': 2, 'Recession Stimulus': 2, 'CLC participation as part of the Official Canadian Delegation to the 14th Conference of the Parties (COP 14) to the UNFCCC in Poznan, Poland': 1, 'ILO Convention 138 on Minimum Age': 1, 'Climate Action Network, COP 14, Environment': 1, 'I.L.W.U. delegation': 5, 'World Day for Decent Work (C138)': 1, 'Immigration': 8, 'HRSDC - Old Age Security': 1, 'CN Strike': 1, 'Museum Strike': 1, 'COP15': 1, 'Canadian Human Rights Act': 2, 'Justice and Law Enforcement': 34, 'International Trade': 16, 'International Relations': 27, 'Employment and Training': 96, 'Science and Technology': 3, 'Climate': 27, 'Taxation and Finance': 42, 'Economic Development': 6, 'Security': 1, 'International Development': 4, 'Environment': 21, 'Health': 357, 'Industry': 7, 'Mining': 6, 'Constitutional Issues': 2, 'Aboriginal Affairs': 79}"
149,"{'Environment': 45, 'Energy': 50, 'Science and Technology': 8, 'International Relations': 5, 'International Trade': 9, 'Aboriginal Affairs': 2, 'Transportation': 1, 'Mining': 2, 'Regional Development': 2, 'Employment and Training': 1, 'Industry': 1, 'Climate': 4}"
150,"{'Environment': 55, 'Energy': 145, 'International Trade': 34, 'Infrastructure': 32, 'Transportation': 26, 'Economic Development': 7, 'Regional Development': 5, 'Taxation and Finance': 16, 'Climate': 28, 'Employment and Training': 7, 'Industry': 51, 'Proposed second oil refinery in Saint John, NB': 6}"
151,"{'Énergie': 32, 'Transports': 11, 'Environnement': 23, 'Industrie': 8, 'Biocarburants': 9, 'Changements climatiques': 5, 'Santé': 1}"
152,"{'Infrastructure': 25, 'Environment': 17, 'Regional Development': 16, 'Tourism': 25, 'Arts and Culture': 9, 'Employment and Training': 1, 'Climate': 1}"
153,"{'Environment': 34, 'International Trade': 18, 'Transportation': 57, 'Climate': 12, 'Labour': 5, 'International Relations': 1, 'Immigration': 3, 'Employment and Training': 6, 'Security': 3, 'Budget': 1, 'Science and Technology': 1, 'Industry': 1, 'Infrastructure': 1, 'Pilotage Regulations and Certification': 1, 'Marine Industrial Policy': 1, 'Great Lakes Pilotage Authority Regulations': 1, 'COASTING TRADE AND THE 25% VESSEL IMPORT DUTY': 1, 'COASTING TRADE DUTY': 1, 'Taxation and Finance': 1}"
154,"{'Mining': 35, 'Taxation and Finance': 1, 'Aboriginal Affairs': 6, 'Science and Technology': 3, 'International Relations': 6, 'Environment': 11, 'Fisheries': 5, 'Immigration': 1, 'Labour': 4, 'Energy': 5, 'International Trade': 7, 'Climate': 1, 'Employment and Training': 5, 'Transportation': 2, 'Industry': 2, 'Sustainable Development Initiatives': 2, 'Natural Resources': 1, 'Energy Projects': 1, 'Research/R&D': 1}"
155,"{'Federal budget': 28, 'Environment': 4, 'Energy Policy': 2, 'Amendments to the Navigable Waters Protection Act via Bill C-10': 7, 'Air Quality': 1, 'Environmental Assessment Law Changes': 4, 'Water initiatives of EC': 1, 'Bill C-311, the Climate Change Accountability Act': 9}"
156,"{'Energy': 36, 'Environment': 22, 'Impôts et finances': 11, 'International Trade': 17, 'International Relations': 1, 'Industry': 21, 'Employment and Training': 2, 'Transportation': 6, 'Economic Development': 18, 'Climate': 8, 'Science and Technology': 1}"
157,"{'Energy': 5, 'Climate Change': 5, 'Environment': 3}"
158,"{'Research/R&D': 3, 'Energy': 108, 'Industry': 55, 'Regulatory Environment': 1, 'Natural Resources': 1, 'Regional Development': 13, 'Research and Development (R&D)': 7, 'Environment': 61, 'Climate': 45, 'Budget': 4, 'Economic Development': 21, 'Science and Technology': 6, 'Transportation': 6, 'Taxation and Finance': 11, 'International Trade': 1, 'International Relations': 1, 'Aboriginal Affairs': 1, 'Infrastructure': 1, 'Research and Development': 1}"
160,"{'Environment': 30, 'Industry': 30, 'International Trade': 5, 'Transportation': 15, 'Government Procurement': 36, 'Fisheries': 4, 'Infrastructure': 5, 'Energy': 10, 'Aboriginal Affairs': 11, 'Security': 1, 'Labour': 5, 'Health': 7, 'Science and Technology': 1, 'Intellectual Property': 6, 'Internal Trade': 1, 'International Relations': 1, 'Mining': 1, 'Justice and Law Enforcement': 1, 'Consumer Issues': 2, 'Climate': 1}"
161,"{'Environment': 93, 'Climate': 30, 'Energy': 65, 'Taxation and Finance': 3, 'Infrastructure': 23, 'Aboriginal Affairs': 1, 'International Trade': 1, 'Fisheries': 2, 'Federal Framework on Air Emissions': 6, 'CCS Funding': 1}"
162,"{'International Development': 417, 'International Relations': 34, 'Taxation and Finance': 12, 'Environment': 5, 'Budget': 10, 'International Trade': 25, 'Mining': 5, 'Aid Effectiveness': 9, 'Contribution Agreements': 20, 'Meeting request to discuss the Government of Canada\'s new ""institutional entity"" to promote democracy.': 2, 'CCIC\'s policy brief on ""Approaches to Strengthening CIDA""': 1, 'CIDA\'s new ""corporate contribution agreement template""': 1, 'Defunding of KAIROS': 1, ""Informal group meeting with CIDA staff to discuss women's rights."": 1, ""Women's Rights"": 1, 'Meeting to discuss the Government of Canada\'s new ""institutional entity"" to sstrengthen and promote democracy and development around the world.': 1, 'Meeting to discuss adaptation to climate change.': 1, 'UN Convention on the Rights of Persons with Disabilities': 1, 'Attended by Ingrid Srinath, CIVICUS.': 1, 'CIVICUS -- World Alliance for Citizen Participation': 1, 'A follow-up meeting requested by Stephen Kelly to discuss a memo that was provided to him after the May 12, 2009, meeting.': 1, 'Embassy Magazine article on publicity requirements in proposed contribution agreements.': 1, ""Renewal of CCIC members' contribution agreements."": 1, '1.  The development dimension and impacts of climate change.': 1, '2.  What Canada sees as feasible for negotiating a post-2012 climate change agreement in Copenhagen in December of 2009.': 1, '3. The new Oxfam report on the humanitarian dimensions of climate change.': 1, 'Colombia': 1, 'Human Rights': 1, 'Outcomes from the High Level Meeting in Accra, Ghana': 1, 'Aid and Peace Building': 1, 'Outcomes of the 3rd High Level Forum on Aid Effectiveness, Accra, Ghana': 1}"
163,"{'Climate Change Policy': 1, 'Health': 1, 'Environment': 1, 'Taxation and Finance': 2}"
164,"{'Environment': 180, 'Energy': 200, 'Transportation': 26, 'Science and Technology': 15, 'Defence': 3, 'Taxation and Finance': 14, 'Infrastructure': 58, 'Aboriginal Affairs': 9, 'Intellectual Property': 1, 'International Relations': 1, 'International Trade': 12, 'Climate': 32, 'Budget': 2, 'Industry': 58, 'Financial Institutions': 1}"
165,"{'Energy': 49, 'Industry': 1, 'Environment': 46, 'Climate': 2, 'Fisheries': 1, 'Aboriginal Affairs': 3, 'Infrastructure': 1, 'Employment and Training': 1, 'Economic Development': 1, 'Government Procurement': 1, 'Labour': 1, 'GHG Regulatory Framework': 2, 'Canada/US Energy Dialogue, CCS Roundtable': 2, 'Electricity sector issues': 4}"
166,"{'Environment': 45, 'Energy': 102, 'Industry': 26, 'Science and Technology': 11, 'International Trade': 9, 'Climate': 8, 'Research and Development': 5, 'Education': 1, 'Employment and Training': 1, 'Internal Trade': 1, 'Fisheries': 4, 'Infrastructure': 1, 'IAEA Safeguards': 1, 'CNSC/CNA Regulatory Advisory Committee': 2}"
167,"{'Labour': 3, 'Industry': 8, 'Environment': 8, 'Energy': 8, 'Climate': 3, 'Science and Technology': 4}"
168,"{'Economic Development': 61, 'Consumer Issues': 87, 'Labour': 52, 'Transportation': 173, 'Small Business': 32, 'Taxation and Finance': 52, 'Infrastructure': 8, 'Employment and Training': 29, 'Security': 60, 'International Trade': 31, 'International Relations': 14, 'Tourism': 11, 'Education': 6, 'Regional Development': 5, 'Budget': 18, 'Environment': 4, 'Immigration': 2, 'Climate': 3, 'Costs': 4, 'Aviation Safety': 5, 'Competition': 3, 'Aeronautics Act': 2, 'Environment (Greenhouse Gas Emissions)': 2, 'National Airports Policy': 2, 'Federal Jurisdiction of an Aerodrome': 1, 'Accessibility Issues and Licensing': 1, 'Canada Transportation Act - Proposed Amendments': 2, 'Bill C310': 1, 'Excise Tax': 1}"
169,"{'Fisheries': 5, 'International Trade': 42, 'Environment': 39, 'Energy': 29, 'Climate': 42, 'Aboriginal Affairs': 41, 'Economic Development': 62, 'Taxation and Finance': 38, 'Transportation': 24, 'Infrastructure': 31, 'Research and Development': 3, 'Immigration': 23, 'Labour': 5, 'Science and Technology': 28, 'Budget': 4, 'Health': 1, 'Employment and Training': 1, 'Research and Development (R&D)': 1, 'Economy': 4, 'State of the British Columbia Economy': 2, 'General State of the Economy': 1, 'DFAIT 100th Anniversary Celebration': 1}"
170,"{'Climat': 79, 'Transportation': 8, 'Environnement': 43, 'Énergie': 21, 'Impôts et finances': 39, 'Agriculture': 9, 'International Relations': 1, 'Santé': 5, 'Infrastructure': 5, 'Budget': 5, 'Economic Development': 1, 'Privacy and Access to Information': 1}"
171,"{'Science and Technology': 154, 'Research and Development (R&D)': 148, 'Budget': 46, 'Taxation and Finance': 6, 'Education': 47, 'Economic Development': 11, 'Agriculture': 4, 'Environment': 18, 'International Trade': 2, 'Immigration': 11, 'Religion': 2, 'Infrastructure': 30, 'International Development': 4, 'Health': 2, 'Aboriginal Affairs': 1, 'Employment and Training': 5, 'Intellectual Property': 5, 'Climate': 1}"
172,"{'Aboriginal Affairs': 4, 'Climate': 41, 'Industry': 30, 'Fisheries': 40, 'Environment': 54, 'Energy': 47, 'Infrastructure': 14, 'Budget': 2}"
173,"{'Mining': 171, 'Transportation': 132, 'Environment': 127, 'Employment and Training': 26, 'International Trade': 69, 'Fisheries': 28, 'Infrastructure': 21, 'Labour': 1, 'Energy': 60, 'Aboriginal Affairs': 10, 'Taxation and Finance': 2, 'Climate': 59, 'Budget': 3, 'Science and Technology': 7}"
174,"{'Energy': 21, 'Climate': 13, 'Environment': 1, 'Budget': 6, 'Transportation': 4}"
176,"{'Housing': 58, 'Taxation and Finance': 11, 'Budget': 13, 'Aboriginal Affairs': 10, 'Climate': 1, 'Environment': 3, 'Infrastructure': 4, 'Municipalities': 3}"
177,"{'Humanitarian Assisstance': 12, 'International Development': 119, 'Budget': 3, 'Agriculture': 3, 'Economic Development': 4, 'Environment': 1, 'Health': 4, 'Climate': 18, 'Immigration': 11, 'International Relations': 9}"
178,"{'Environment': 4, 'Climate': 4, 'Infrastructure': 4}"
179,"{'Industry': 30, 'Science and Technology': 32, 'Infrastructure': 17, 'Research and Development (R&D)': 22, 'Regional Development': 16, 'International Trade': 2, 'Small Business': 3, 'Climate': 1, 'Intellectual Property': 3, 'International Development': 1}"
180,"{'Agriculture': 57, 'Industry': 29, 'Health': 97, 'International Trade': 22, 'Internal Trade': 12, 'Environment': 40, 'Labour': 5, 'International Development': 1, 'Taxation and Finance': 12, 'Consumer Issues': 37, 'Fisheries': 14, 'Security': 4, 'Climate': 35, 'Transportation': 10, 'Economic Development': 10, 'Science and Technology': 6, 'Research and Development': 6}"
181,"{'Environment': 63, 'Climate': 70, 'Budget': 13, 'Energy': 33, 'Infrastructure': 2, 'International Relations': 11, 'Fisheries': 1, 'Regional Development': 1}"
182,"{'Climate': 5, 'Environment': 1, 'Energy': 1}"
183,"{'Energy': 47, 'Environment': 17, 'Economic Development': 4, 'Budget': 1, 'Climate': 6, 'Transportation': 7, 'Aboriginal Affairs': 3}"
184,"{'Energy': 439, 'Environment': 230, 'Aboriginal Affairs': 39, 'Transportation': 14, 'International Trade': 7, 'Industry': 21, 'Taxation and Finance': 22, 'Employment and Training': 4, 'Education': 1, 'Fisheries': 1, 'Economic Development': 4, 'Climate': 1, 'Research and Development (R&D)': 4, 'Arts and Culture': 2, 'Science and Technology': 7, 'Labour': 4, 'International Relations': 4, 'Infrastructure': 27, 'Health': 1, 'Natural Resources': 35, 'Research/R&D': 3, 'Mackenzie Gas Project': 20, 'Federal-Provincial relations': 2, 'Trade and Tariffs': 2, 'Consumer Issues': 1}"
185,"{'Environment': 6, 'Climate': 1, 'Fisheries': 1, 'Agriculture': 1}"
186,"{'Environment': 26, 'Agriculture': 21, 'Energy': 25, 'International Trade': 1, 'Science and Technology': 3, 'Industry': 4, 'Taxation and Finance': 1, 'Budget': 1, 'Transportation': 1, 'Climate': 2}"
187,"{'Energy': 159, 'Science and Technology': 43, 'Research and Development': 33, 'Climate': 41, 'Environment': 75, 'Aboriginal Affairs': 9, 'Taxation and Finance': 3, 'Labour': 8, 'Immigration': 2}"
188,"{'Security': 5, 'International Relations': 31, 'International Trade': 25, 'Développement international': 112, 'Official Languages': 1, 'Education': 1, 'Climat': 4, 'Agriculture': 10, 'Industry': 1, 'Regional Development': 2, 'Aboriginal Affairs': 1, 'Justice and Law Enforcement': 1}"
189,"{'Climate': 8, 'Environment': 9, 'Energy': 11, 'Economic Development': 10}"
190,"{'Climate': 2, 'Energy': 5, 'Environment': 2, 'Industry': 2}"
191,"{'Energy': 4, 'Agriculture': 4, 'Economic Development': 3, 'Regional Development': 2, 'Climate': 1}"
192,"{'Forestry': 5, 'Environment': 5, 'Climate': 4, 'Economic Development': 4, 'Budget': 1}"
193,"{'Sciences et technologies': 44, 'Economic Development': 21, 'Research and Development': 23, 'Infrastructure': 6, 'Education': 14, 'Regional Development': 23, 'Budget': 13, 'Industry': 5, 'Energy': 8, 'Intellectual Property': 11, 'Environment': 5, 'Climate': 4, 'Arts and Culture': 1, 'Health': 3, 'International Development': 3, 'Immigration': 1, 'Defence': 1, 'Municipalities': 1, 'Aboriginal Affairs': 1, 'Small Business': 2, 'Employment and Training': 1, 'International Relations': 1}"
194,"{'Transportation': 2, 'Energy': 17, 'Economic Development': 12, 'Environment': 15, 'Budget': 4, 'Climate': 3, 'Infrastructure': 1, 'Government Procurement': 2, 'Taxation and Finance': 2, 'Industry': 11}"
195,"{'Climat': 1, 'Environnement': 1, 'Taxation and Finance': 1}"
196,"{'Financial Institutions': 29, 'Housing': 33, 'Privacy and Access to Information': 16, 'Climate': 8, 'Justice and Law Enforcement': 7}"
197,"{'Employment and Training': 18, 'Research and Development': 114, 'Budget': 64, 'Infrastructure': 4, 'Science and Technology': 186, 'International Relations': 8, 'Immigration': 8, 'Privacy and Access to Information': 1, 'Health': 6, 'Aboriginal Affairs': 1, 'International Trade': 3, 'Justice and Law Enforcement': 2, 'Education': 3, 'Environment': 2, 'Climate': 1}"
198,"{'Government Procurement': 3, 'Defence': 1, 'Climate': 3, 'Economic Development': 2, 'Industry': 1, 'Science and Technology': 3}"
199,"{'Environment': 41, 'Forestry': 4, 'Budget': 9, 'Climate': 25, 'Energy': 9, 'International Trade': 1}"
201,"{'Transportation': 3, 'Environment': 5, 'Climate': 3, 'Energy': 4, 'Industry': 2}"
202,"{'Science and Technology': 2, 'Environment': 2, 'Climate': 1}"
203,"{'Aboriginal Affairs': 2, 'Environment': 2, 'Budget': 2, 'Climate': 1}"
204,"{'International Development': 152, 'Aboriginal Affairs': 35, 'Economic Development': 6, 'Science and Technology': 1, 'Research and Development': 16, 'Climate': 1, 'International Relations': 11, 'Health': 9, 'International Trade': 1}"
205,"{'Labour': 181, 'Pensions': 120, 'Infrastructure': 39, 'International Trade': 39, 'Health': 34, 'Economic Development': 1, 'Employment and Training': 61, 'Taxation and Finance': 16, 'Education': 1, 'Government Procurement': 4, 'Immigration': 2, 'Energy': 13, 'Climate': 4, 'Environment': 2, 'Aboriginal Affairs': 10, 'Defence': 1, 'Budget': 1, 'Elections': 1}"
206,"{'Climate': 20, 'Budget': 28, 'Economic Development': 23, 'Aboriginal Affairs': 30, 'Environment': 35, 'Employment and Training': 18, 'Fisheries': 12, 'Labour': 11, 'Tourism': 11}"
207,"{'Economic Development': 134, 'Research and Development': 88, 'Industry': 121, 'International Trade': 183, 'Science and Technology': 97, 'Environment': 123, 'Regional Development': 40, 'Fisheries': 18, 'Aboriginal Affairs': 56, 'Taxation and Finance': 54, 'Climate': 52, 'Energy': 17, 'Mining': 163, 'Employment and Training': 30, 'Transportation': 27, 'Infrastructure': 25, 'Immigration': 2, 'International Development': 18, 'Health': 1, 'Labour': 1, 'Budget': 4}"
208,"{'Energy': 8, 'Environment': 8, 'Climate': 1}"
209,"{'Science and Technology': 15, 'Research and Development': 14, 'Environment': 15, 'Energy': 24, 'Climate': 24, 'International Trade': 7, 'Industry': 5}"
210,"{'Intellectual Property': 2, 'Consumer Issues': 12, 'Transportation': 35, 'International Trade': 17, 'Employment and Training': 24, 'Climate': 3, 'Economic Development': 11, 'Environment': 14, 'Industry': 60, 'Small Business': 22, 'Labour': 1}"
211,"{'Mining': 11, 'International Development': 37, 'Climate': 7, 'International Trade': 11, 'International Relations': 70, 'Aboriginal Affairs': 2, 'Economic Development': 6, 'Housing': 2, 'Immigration': 12, 'Religion': 5, 'Security': 1, 'Taxation and Finance': 1, 'Environment': 1, 'Energy': 1}"
212,"{'Environment': 2, 'Climate': 2}"
213,"{'Climate': 16, 'Energy': 7, 'Environment': 10, 'International Trade': 3, 'Constitutional Issues': 25, 'Economic Development': 6, 'International Relations': 1}"
214,"{'Agriculture': 33, 'Transportation': 35, 'Immigration': 1, 'Environment': 32, 'Labour': 2, 'Energy': 4, 'Industry': 10, 'Economic Development': 8, 'Climate': 10}"
215,"{'Forestry': 26, 'Environment': 23, 'International Trade': 10, 'Fisheries': 8, 'Climate': 8, 'Aboriginal Affairs': 6}"
217,"{'Energy': 5, 'Climate': 5, 'Environment': 5}"
218,"{'Employment and Training': 2, 'Immigration': 2, 'Labour': 2, 'Industry': 6, 'Economic Development': 7, 'Regional Development': 2, 'Financial Institutions': 6, 'Budget': 8, 'Taxation and Finance': 6, 'Environment': 5, 'Climate': 7}"
219,"{'Mining': 20, 'Environment': 40, 'Energy': 20, 'Research and Development': 8, 'Aboriginal Affairs': 12, 'Industry': 2, 'Infrastructure': 3, 'Labour': 3, 'Employment and Training': 4, 'Taxation and Finance': 2, 'Climate': 3, 'Transportation': 2}"
220,"{'Government Procurement': 1, 'Environment': 1, 'Energy': 2, 'Climate': 1}"
221,"{'Economic Development': 10, 'Climate': 6, 'Industry': 6, 'Infrastructure': 5, 'Environment': 5, 'Regional Development': 5}"
222,"{'Agriculture': 8, 'Internal Trade': 3, 'Transportation': 3, 'International Trade': 3, 'Climate': 1, 'Environment': 2}"
223,"{'Climate': 1, 'International Development': 1}"
224,"{'Science and Technology': 1, 'Labour': 1, 'Small Business': 1, 'Employment and Training': 2, 'Budget': 1, 'Economic Development': 1, 'Climate': 2}"
225,"{'International Trade': 21, 'Industry': 14, 'Energy': 20, 'International Relations': 12, 'Environment': 5, 'Infrastructure': 6, 'Climate': 6, 'Economic Development': 2, 'Science and Technology': 3}"
226,"{'Infrastructure': 5, 'Climate': 16, 'Economic Development': 22, 'Energy': 27, 'Environment': 8, 'Aboriginal Affairs': 4, 'International Trade': 2, 'Employment and Training': 1}"
227,"{'International Trade': 3, 'Environment': 2, 'Transportation': 4, 'Climate': 1, 'Infrastructure': 1}"
228,"{'Environment': 16, 'Sports': 5, 'Climate': 9, 'Infrastructure': 21, 'Economic Development': 9, 'Arts and Culture': 17, 'Tourism': 10, 'Aboriginal Affairs': 1, 'Regional Development': 4, 'Transportation': 2}"
229,"{'Infrastructure': 12, 'Economic Development': 10, 'Regional Development': 7, 'Research and Development': 4, 'Environment': 3, 'Climate': 2, 'Health': 2, 'Housing': 1, 'Immigration': 1, 'Municipalities': 3, 'Arts and Culture': 1, 'Transportation': 1}"
230,"{'Research and Development': 14, 'Infrastructure': 14, 'Science and Technology': 14, 'Environment': 16, 'Aboriginal Affairs': 11, 'Energy': 16, 'Employment and Training': 16, 'Climate': 16, 'Economic Development': 2, 'Government Procurement': 1}"
231,"{'Climate': 3, 'Environment': 3, 'Fisheries': 1, 'Science and Technology': 6}"
232,"{'Environment': 4, 'Climate': 8, 'Science and Technology': 2, 'Infrastructure': 1}"
233,"{'Climate': 18, 'Environment': 18}"
234,"{'Research and Development': 1, 'Mining': 1, 'Climate': 23, 'Aboriginal Affairs': 21, 'Infrastructure': 11, 'Environment': 22, 'Energy': 21, 'Economic Development': 17}"
235,"{'Environment': 3, 'Climate': 3, 'Economic Development': 3, 'Aboriginal Affairs': 3, 'Energy': 3, 'Regional Development': 3, 'Infrastructure': 3}"
236,"{'Economic Development': 37, 'Aboriginal Affairs': 37, 'Environment': 27, 'Infrastructure': 27, 'Climate': 15, 'Energy': 16, 'Mining': 42, 'Employment and Training': 22, 'Regional Development': 31, 'Industry': 1, 'Budget': 1}"
237,"{'Labour': 4, 'Employment and Training': 4, 'Climate': 5, 'Agriculture': 6, 'Environment': 5, 'Taxation and Finance': 2, 'Health': 3, 'Government Procurement': 3}"
238,"{'Science and Technology': 4, 'Economic Development': 4, 'Industry': 1, 'International Trade': 2, 'Environment': 1, 'Climate': 1, 'Health': 1, 'Agriculture': 1}"
239,"{'Climate': 8, 'Budget': 10, 'Energy': 9, 'Research and Development': 14, 'Infrastructure': 13, 'Government Procurement': 8}"
240,"{'Government Procurement': 9, 'Financial Institutions': 9, 'Industry': 9, 'Environment': 9, 'Infrastructure': 9, 'Economic Development': 9, 'Regional Development': 9, 'Climate': 9, 'Research and Development': 9, 'Agriculture': 9, 'Small Business': 9, 'Taxation and Finance': 9, 'Transportation': 9}"
242,"{'Energy': 18, 'Infrastructure': 14, 'Transportation': 7, 'Climate': 2, 'Environment': 5, 'Industry': 3}"
243,"{'Energy': 2, 'Climate': 7, 'Forestry': 7, 'Environment': 1}"
244,"{'Environment': 1, 'Financial Institutions': 168, 'Consumer Issues': 52, 'Science and Technology': 1, 'Constitutional Issues': 9, 'Small Business': 2, 'Taxation and Finance': 35, 'Housing': 10, 'International Trade': 6, 'Justice and Law Enforcement': 12, 'Employment and Training': 5, 'International Relations': 1, 'Privacy and Access to Information': 2, 'Security': 3, 'Budget': 7, 'Agriculture': 1, 'Climate': 1, 'Internal Trade': 1, 'Government Procurement': 1, 'General Business Update': 8, 'Market & Economic Issues': 18, 'Capital Markets': 1, 'Privacy': 1, 'Risk': 4, 'TD Securities': 4, 'TD Summer Reading Program': 1}"
245,"{'Health': 1, 'Climate': 1, 'International Development': 3}"
246,"{'Environment': 1, 'Employment and Training': 1, 'Industry': 1, 'Economic Development': 1, 'Infrastructure': 1, 'Climate': 1, 'International Trade': 1, 'Small Business': 1}"
247,"{'Economic Development': 3, 'Budget': 3, 'Industry': 2, 'Housing': 1, 'Small Business': 1, 'Aboriginal Affairs': 1, 'Climate': 1}"
248,"{'Energy': 8, 'Climate': 8, 'Environment': 8, 'Economic Development': 1}"
249,"{'Economic Development': 15, 'International Trade': 2, 'Climate': 12, 'Environment': 10, 'Science and Technology': 6, 'Aboriginal Affairs': 1, 'Research and Development': 14, 'Industry': 1, 'Energy': 4}"
250,"{'Climate': 7, 'Agriculture': 2}"
251,"{'Research and Development': 9, 'Energy': 12, 'Industry': 4, 'Science and Technology': 7, 'Climate': 2, 'Environment': 1}"
252,"{'Budget': 36, 'Aboriginal Affairs': 78, 'Fisheries': 7, 'Environment': 65, 'Economic Development': 44, 'Science and Technology': 1, 'Education': 11, 'Climate': 4, 'Employment and Training': 1, 'Tourism': 1, 'Health': 1}"
253,"{'Economic Development': 8, 'Aboriginal Affairs': 11, 'Budget': 8, 'Environment': 9, 'Education': 2, 'Climate': 2, 'Employment and Training': 2, 'Tourism': 2, 'Fisheries': 1}"
254,"{'Science and Technology': 9, 'Environment': 5, 'Energy': 8, 'Economic Development': 4, 'Climate': 10, 'Infrastructure': 6, 'Municipalities': 4, 'Industry': 1}"
255,"{'Research and Development': 4, 'Infrastructure': 4, 'Climate': 4}"
256,"{'Environment': 6, 'Energy': 6, 'Industry': 5, 'Economic Development': 6, 'Climate': 5}"
257,"{'Environment': 28, 'Energy': 44, 'Infrastructure': 44, 'Housing': 2, 'Industry': 8, 'International Trade': 2, 'Climate': 6, 'Government Procurement': 10, 'Employment and Training': 1}"
258,"{'Environment': 47, 'Climate': 47, 'Infrastructure': 46, 'Agriculture': 46}"
259,"{'Environment': 11, 'Science and Technology': 1, 'Infrastructure': 2, 'Fisheries': 1, 'Energy': 1, 'Economic Development': 1, 'Transportation': 1, 'Climate': 1}"
260,"{'Environment': 10, 'Energy': 13, 'Climate': 1, 'International Relations': 5, 'International Trade': 3, 'Industry': 1, 'Economic Development': 1}"
261,"{'Economic Development': 120, 'Science and Technology': 75, 'Research and Development': 60, 'Privacy and Access to Information': 17, 'Intellectual Property': 40, 'Security': 9, 'Small Business': 33, 'Regional Development': 24, 'Government Procurement': 37, 'International Trade': 20, 'Taxation and Finance': 38, 'Labour': 23, 'Budget': 7, 'Financial Institutions': 17, 'Infrastructure': 9, 'Immigration': 68, 'Employment and Training': 17, 'Environment': 11, 'Health': 25, 'Climate': 10, 'Defence': 4, 'Energy': 3, 'Internal Trade': 13, 'Industry': 3, 'Telecommunications': 1, 'Constitutional Issues': 1}"
262,"{'Science and Technology': 1, 'Climate': 2, 'Budget': 1}"
263,"{'International Trade': 21, 'Financial Institutions': 68, 'Taxation and Finance': 8, 'Infrastructure': 12, 'Pensions': 2, 'Industry': 3, 'Consumer Issues': 8, 'Constitutional Issues': 1, 'Health': 9, 'Internal Trade': 1, 'Environment': 3, 'Climate': 3, 'Defence': 3, 'Transportation': 1, 'Financial Services': 13, 'International Trade and Investment': 1}"
264,"{'Climate': 5, 'Environment': 5, 'Mining': 4, 'Agriculture': 5, 'International Trade': 3, 'Transportation': 3, 'Research and Development': 2}"
265,"{'Agriculture': 42, 'Transportation': 15, 'Climate': 9, 'International Trade': 17, 'Budget': 6, 'Taxation and Finance': 5, 'Health': 11, 'Research and Development': 8, 'Environment': 18}"
266,"{'Transportation': 110, 'International Trade': 86, 'Infrastructure': 91, 'Tourism': 1, 'Small Business': 1, 'Security': 13, 'International Relations': 1, 'Environment': 49, 'Climate': 1, 'Internal Trade': 6, 'Fisheries': 1}"
267,"{'Environment': 10, 'Aboriginal Affairs': 17, 'Economic Development': 7, 'Employment and Training': 3, 'Education': 3, 'Forestry': 1, 'Climate': 1, 'Budget': 1}"
268,"{'Environment': 3, 'Economic Development': 1, 'Climate': 2, 'Forestry': 1, 'Fisheries': 1, 'Aboriginal Affairs': 1}"
269,"{'Energy': 15, 'Budget': 10, 'Housing': 17, 'Infrastructure': 15, 'Economic Development': 16, 'Climate': 16, 'Environment': 1, 'Transportation': 2}"
270,"{'Transportation': 2, 'Mining': 6, 'Climate': 4, 'Economic Development': 3, 'Infrastructure': 3, 'Aboriginal Affairs': 4, 'Regional Development': 1, 'Environment': 1}"
271,"{'Energy': 39, 'Climate': 39, 'Environment': 39, 'Aboriginal Affairs': 20, 'Government Procurement': 34, 'Infrastructure': 34, 'International Trade': 26, 'Taxation and Finance': 28}"
272,"{'Agriculture': 16, 'International Trade': 18, 'Transportation': 10, 'Environment': 9, 'Climate': 6, 'Taxation and Finance': 1}"
273,"{'Environment': 32, 'Energy': 34, 'Economic Development': 32, 'Research and Development': 2, 'Regional Development': 2, 'Science and Technology': 2, 'Climate': 2, 'Transportation': 1}"
274,"{'Telecommunications': 669, 'Taxation and Finance': 26, 'Economic Development': 35, 'Science and Technology': 16, 'Infrastructure': 51, 'Consumer Issues': 230, 'Privacy and Access to Information': 3, 'Broadcasting': 67, 'Intellectual Property': 5, 'Regional Development': 17, 'Industry': 252, 'Health': 21, 'Aboriginal Affairs': 1, 'Government Procurement': 3, 'Environment': 2, 'Climate': 1, 'Labour': 5, 'Defence': 3}"
